 # Energia   Transmision
   -3.7237500000E+00    0.0000000000E+00
   -3.7215000000E+00    0.0000000000E+00
   -3.7192500000E+00    0.0000000000E+00
   -3.7170000000E+00    0.0000000000E+00
   -3.7147500000E+00    0.0000000000E+00
   -3.7125000000E+00    0.0000000000E+00
   -3.7102500000E+00    0.0000000000E+00
   -3.7080000000E+00    0.0000000000E+00
   -3.7057500000E+00    0.0000000000E+00
   -3.7035000000E+00    0.0000000000E+00
   -3.7012500000E+00    0.0000000000E+00
   -3.6990000000E+00    0.0000000000E+00
   -3.6967500000E+00    0.0000000000E+00
   -3.6945000000E+00    0.0000000000E+00
   -3.6922500000E+00    0.0000000000E+00
   -3.6900000000E+00    0.0000000000E+00
   -3.6877500000E+00    0.0000000000E+00
   -3.6855000000E+00    0.0000000000E+00
   -3.6832500000E+00    0.0000000000E+00
   -3.6810000000E+00    0.0000000000E+00
   -3.6787500000E+00    0.0000000000E+00
   -3.6765000000E+00    0.0000000000E+00
   -3.6742500000E+00    0.0000000000E+00
   -3.6720000000E+00    0.0000000000E+00
   -3.6697500000E+00    0.0000000000E+00
   -3.6675000000E+00    0.0000000000E+00
   -3.6652500000E+00    0.0000000000E+00
   -3.6630000000E+00    0.0000000000E+00
   -3.6607500000E+00    0.0000000000E+00
   -3.6585000000E+00    0.0000000000E+00
   -3.6562500000E+00    0.0000000000E+00
   -3.6540000000E+00    0.0000000000E+00
   -3.6517500000E+00    0.0000000000E+00
   -3.6495000000E+00    0.0000000000E+00
   -3.6472500000E+00    0.0000000000E+00
   -3.6450000000E+00    0.0000000000E+00
   -3.6427500000E+00    0.0000000000E+00
   -3.6405000000E+00    0.0000000000E+00
   -3.6382500000E+00    0.0000000000E+00
   -3.6360000000E+00    0.0000000000E+00
   -3.6337500000E+00    0.0000000000E+00
   -3.6315000000E+00    0.0000000000E+00
   -3.6292500000E+00    0.0000000000E+00
   -3.6270000000E+00    0.0000000000E+00
   -3.6247500000E+00    0.0000000000E+00
   -3.6225000000E+00    0.0000000000E+00
   -3.6202500000E+00    0.0000000000E+00
   -3.6180000000E+00    0.0000000000E+00
   -3.6157500000E+00    0.0000000000E+00
   -3.6135000000E+00    0.0000000000E+00
   -3.6112500000E+00    0.0000000000E+00
   -3.6090000000E+00    0.0000000000E+00
   -3.6067500000E+00    0.0000000000E+00
   -3.6045000000E+00    0.0000000000E+00
   -3.6022500000E+00    0.0000000000E+00
   -3.6000000000E+00    0.0000000000E+00
   -3.5977500000E+00    0.0000000000E+00
   -3.5955000000E+00    0.0000000000E+00
   -3.5932500000E+00    0.0000000000E+00
   -3.5910000000E+00    0.0000000000E+00
   -3.5887500000E+00    0.0000000000E+00
   -3.5865000000E+00    0.0000000000E+00
   -3.5842500000E+00    0.0000000000E+00
   -3.5820000000E+00    0.0000000000E+00
   -3.5797500000E+00    0.0000000000E+00
   -3.5775000000E+00    0.0000000000E+00
   -3.5752500000E+00    0.0000000000E+00
   -3.5730000000E+00    0.0000000000E+00
   -3.5707500000E+00    0.0000000000E+00
   -3.5685000000E+00    0.0000000000E+00
   -3.5662500000E+00    0.0000000000E+00
   -3.5640000000E+00    0.0000000000E+00
   -3.5617500000E+00    0.0000000000E+00
   -3.5595000000E+00    0.0000000000E+00
   -3.5572500000E+00    0.0000000000E+00
   -3.5550000000E+00    0.0000000000E+00
   -3.5527500000E+00    0.0000000000E+00
   -3.5505000000E+00    0.0000000000E+00
   -3.5482500000E+00    0.0000000000E+00
   -3.5460000000E+00    0.0000000000E+00
   -3.5437500000E+00    0.0000000000E+00
   -3.5415000000E+00    0.0000000000E+00
   -3.5392500000E+00    0.0000000000E+00
   -3.5370000000E+00    0.0000000000E+00
   -3.5347500000E+00    0.0000000000E+00
   -3.5325000000E+00    0.0000000000E+00
   -3.5302500000E+00    0.0000000000E+00
   -3.5280000000E+00    0.0000000000E+00
   -3.5257500000E+00    0.0000000000E+00
   -3.5235000000E+00    0.0000000000E+00
   -3.5212500000E+00    0.0000000000E+00
   -3.5190000000E+00    0.0000000000E+00
   -3.5167500000E+00    0.0000000000E+00
   -3.5145000000E+00    0.0000000000E+00
   -3.5122500000E+00    0.0000000000E+00
   -3.5100000000E+00    0.0000000000E+00
   -3.5077500000E+00    0.0000000000E+00
   -3.5055000000E+00    0.0000000000E+00
   -3.5032500000E+00    0.0000000000E+00
   -3.5010000000E+00    0.0000000000E+00
   -3.4987500000E+00    0.0000000000E+00
   -3.4965000000E+00    0.0000000000E+00
   -3.4942500000E+00    0.0000000000E+00
   -3.4920000000E+00    0.0000000000E+00
   -3.4897500000E+00    0.0000000000E+00
   -3.4875000000E+00    0.0000000000E+00
   -3.4852500000E+00    0.0000000000E+00
   -3.4830000000E+00    0.0000000000E+00
   -3.4807500000E+00    0.0000000000E+00
   -3.4785000000E+00    0.0000000000E+00
   -3.4762500000E+00    0.0000000000E+00
   -3.4740000000E+00    0.0000000000E+00
   -3.4717500000E+00    0.0000000000E+00
   -3.4695000000E+00    0.0000000000E+00
   -3.4672500000E+00    0.0000000000E+00
   -3.4650000000E+00    0.0000000000E+00
   -3.4627500000E+00    0.0000000000E+00
   -3.4605000000E+00    0.0000000000E+00
   -3.4582500000E+00    0.0000000000E+00
   -3.4560000000E+00    0.0000000000E+00
   -3.4537500000E+00    0.0000000000E+00
   -3.4515000000E+00    0.0000000000E+00
   -3.4492500000E+00    0.0000000000E+00
   -3.4470000000E+00    0.0000000000E+00
   -3.4447500000E+00    0.0000000000E+00
   -3.4425000000E+00    0.0000000000E+00
   -3.4402500000E+00    0.0000000000E+00
   -3.4380000000E+00    0.0000000000E+00
   -3.4357500000E+00    0.0000000000E+00
   -3.4335000000E+00    0.0000000000E+00
   -3.4312500000E+00    0.0000000000E+00
   -3.4290000000E+00    0.0000000000E+00
   -3.4267500000E+00    0.0000000000E+00
   -3.4245000000E+00    0.0000000000E+00
   -3.4222500000E+00    0.0000000000E+00
   -3.4200000000E+00    0.0000000000E+00
   -3.4177500000E+00    0.0000000000E+00
   -3.4155000000E+00    0.0000000000E+00
   -3.4132500000E+00    0.0000000000E+00
   -3.4110000000E+00    0.0000000000E+00
   -3.4087500000E+00    0.0000000000E+00
   -3.4065000000E+00    0.0000000000E+00
   -3.4042500000E+00    0.0000000000E+00
   -3.4020000000E+00    0.0000000000E+00
   -3.3997500000E+00    0.0000000000E+00
   -3.3975000000E+00    0.0000000000E+00
   -3.3952500000E+00    0.0000000000E+00
   -3.3930000000E+00    0.0000000000E+00
   -3.3907500000E+00    0.0000000000E+00
   -3.3885000000E+00    0.0000000000E+00
   -3.3862500000E+00    0.0000000000E+00
   -3.3840000000E+00    0.0000000000E+00
   -3.3817500000E+00    0.0000000000E+00
   -3.3795000000E+00    0.0000000000E+00
   -3.3772500000E+00    0.0000000000E+00
   -3.3750000000E+00    0.0000000000E+00
   -3.3727500000E+00    0.0000000000E+00
   -3.3705000000E+00    0.0000000000E+00
   -3.3682500000E+00    0.0000000000E+00
   -3.3660000000E+00    0.0000000000E+00
   -3.3637500000E+00    0.0000000000E+00
   -3.3615000000E+00    0.0000000000E+00
   -3.3592500000E+00    0.0000000000E+00
   -3.3570000000E+00    0.0000000000E+00
   -3.3547500000E+00    0.0000000000E+00
   -3.3525000000E+00    0.0000000000E+00
   -3.3502500000E+00    0.0000000000E+00
   -3.3480000000E+00    0.0000000000E+00
   -3.3457500000E+00    0.0000000000E+00
   -3.3435000000E+00    0.0000000000E+00
   -3.3412500000E+00    0.0000000000E+00
   -3.3390000000E+00    0.0000000000E+00
   -3.3367500000E+00    0.0000000000E+00
   -3.3345000000E+00    0.0000000000E+00
   -3.3322500000E+00    0.0000000000E+00
   -3.3300000000E+00    0.0000000000E+00
   -3.3277500000E+00    0.0000000000E+00
   -3.3255000000E+00    0.0000000000E+00
   -3.3232500000E+00    0.0000000000E+00
   -3.3210000000E+00    0.0000000000E+00
   -3.3187500000E+00    0.0000000000E+00
   -3.3165000000E+00    0.0000000000E+00
   -3.3142500000E+00    0.0000000000E+00
   -3.3120000000E+00    0.0000000000E+00
   -3.3097500000E+00    0.0000000000E+00
   -3.3075000000E+00    0.0000000000E+00
   -3.3052500000E+00    0.0000000000E+00
   -3.3030000000E+00    0.0000000000E+00
   -3.3007500000E+00    0.0000000000E+00
   -3.2985000000E+00    0.0000000000E+00
   -3.2962500000E+00    0.0000000000E+00
   -3.2940000000E+00    0.0000000000E+00
   -3.2917500000E+00    0.0000000000E+00
   -3.2895000000E+00    0.0000000000E+00
   -3.2872500000E+00    0.0000000000E+00
   -3.2850000000E+00    0.0000000000E+00
   -3.2827500000E+00    0.0000000000E+00
   -3.2805000000E+00    0.0000000000E+00
   -3.2782500000E+00    0.0000000000E+00
   -3.2760000000E+00    0.0000000000E+00
   -3.2737500000E+00    0.0000000000E+00
   -3.2715000000E+00    0.0000000000E+00
   -3.2692500000E+00    0.0000000000E+00
   -3.2670000000E+00    0.0000000000E+00
   -3.2647500000E+00    0.0000000000E+00
   -3.2625000000E+00    0.0000000000E+00
   -3.2602500000E+00    0.0000000000E+00
   -3.2580000000E+00    0.0000000000E+00
   -3.2557500000E+00    0.0000000000E+00
   -3.2535000000E+00    0.0000000000E+00
   -3.2512500000E+00    0.0000000000E+00
   -3.2490000000E+00    0.0000000000E+00
   -3.2467500000E+00    0.0000000000E+00
   -3.2445000000E+00    0.0000000000E+00
   -3.2422500000E+00    0.0000000000E+00
   -3.2400000000E+00    0.0000000000E+00
   -3.2377500000E+00    0.0000000000E+00
   -3.2355000000E+00    0.0000000000E+00
   -3.2332500000E+00    0.0000000000E+00
   -3.2310000000E+00    0.0000000000E+00
   -3.2287500000E+00    0.0000000000E+00
   -3.2265000000E+00    0.0000000000E+00
   -3.2242500000E+00    0.0000000000E+00
   -3.2220000000E+00    0.0000000000E+00
   -3.2197500000E+00    0.0000000000E+00
   -3.2175000000E+00    0.0000000000E+00
   -3.2152500000E+00    0.0000000000E+00
   -3.2130000000E+00    0.0000000000E+00
   -3.2107500000E+00    0.0000000000E+00
   -3.2085000000E+00    0.0000000000E+00
   -3.2062500000E+00    0.0000000000E+00
   -3.2040000000E+00    0.0000000000E+00
   -3.2017500000E+00    0.0000000000E+00
   -3.1995000000E+00    0.0000000000E+00
   -3.1972500000E+00    0.0000000000E+00
   -3.1950000000E+00    0.0000000000E+00
   -3.1927500000E+00    0.0000000000E+00
   -3.1905000000E+00    0.0000000000E+00
   -3.1882500000E+00    0.0000000000E+00
   -3.1860000000E+00    0.0000000000E+00
   -3.1837500000E+00    0.0000000000E+00
   -3.1815000000E+00    0.0000000000E+00
   -3.1792500000E+00    0.0000000000E+00
   -3.1770000000E+00    0.0000000000E+00
   -3.1747500000E+00    0.0000000000E+00
   -3.1725000000E+00    0.0000000000E+00
   -3.1702500000E+00    0.0000000000E+00
   -3.1680000000E+00    0.0000000000E+00
   -3.1657500000E+00    0.0000000000E+00
   -3.1635000000E+00    0.0000000000E+00
   -3.1612500000E+00    0.0000000000E+00
   -3.1590000000E+00    0.0000000000E+00
   -3.1567500000E+00    0.0000000000E+00
   -3.1545000000E+00    0.0000000000E+00
   -3.1522500000E+00    0.0000000000E+00
   -3.1500000000E+00    0.0000000000E+00
   -3.1477500000E+00    0.0000000000E+00
   -3.1455000000E+00    0.0000000000E+00
   -3.1432500000E+00    0.0000000000E+00
   -3.1410000000E+00    0.0000000000E+00
   -3.1387500000E+00    0.0000000000E+00
   -3.1365000000E+00    0.0000000000E+00
   -3.1342500000E+00    0.0000000000E+00
   -3.1320000000E+00    0.0000000000E+00
   -3.1297500000E+00    0.0000000000E+00
   -3.1275000000E+00    0.0000000000E+00
   -3.1252500000E+00    0.0000000000E+00
   -3.1230000000E+00    0.0000000000E+00
   -3.1207500000E+00    0.0000000000E+00
   -3.1185000000E+00    0.0000000000E+00
   -3.1162500000E+00    0.0000000000E+00
   -3.1140000000E+00    0.0000000000E+00
   -3.1117500000E+00    0.0000000000E+00
   -3.1095000000E+00    0.0000000000E+00
   -3.1072500000E+00    0.0000000000E+00
   -3.1050000000E+00    0.0000000000E+00
   -3.1027500000E+00    0.0000000000E+00
   -3.1005000000E+00    0.0000000000E+00
   -3.0982500000E+00    0.0000000000E+00
   -3.0960000000E+00    0.0000000000E+00
   -3.0937500000E+00    0.0000000000E+00
   -3.0915000000E+00    0.0000000000E+00
   -3.0892500000E+00    0.0000000000E+00
   -3.0870000000E+00    0.0000000000E+00
   -3.0847500000E+00    0.0000000000E+00
   -3.0825000000E+00    0.0000000000E+00
   -3.0802500000E+00    0.0000000000E+00
   -3.0780000000E+00    0.0000000000E+00
