 # Energia   LDOS_Total   Transmision
  -2.3679999999999999       0.22280442055149124       -0.0000000000000000     
  -2.3599999999999999       0.23109198176202905       -0.0000000000000000     
  -2.3519999999999999       0.23991125829830556       -0.0000000000000000     
  -2.3439999999999999       0.24931149458673882       -0.0000000000000000     
  -2.3359999999999999       0.25934797425592659       -0.0000000000000000     
  -2.3280000000000003       0.27008295229350326       -0.0000000000000000     
  -2.3200000000000003       0.28158676234558500       -0.0000000000000000     
  -2.3120000000000003       0.29393913828812301       -0.0000000000000000     
  -2.3040000000000003       0.30723079941655695       -0.0000000000000000     
  -2.2960000000000003       0.32156536189445595       -0.0000000000000000     
  -2.2880000000000003       0.33706165653158643       -0.0000000000000000     
  -2.2800000000000002       0.35385655599737825       -0.0000000000000000     
  -2.2720000000000002       0.37210844528008580       -0.0000000000000000     
  -2.2640000000000002       0.39200151050003534       -0.0000000000000000     
  -2.2560000000000002       0.41375107727021915       -0.0000000000000000     
  -2.2480000000000002       0.43761030675134288       -0.0000000000000000     
  -2.2400000000000002       0.46387866430547681       -0.0000000000000000     
  -2.2320000000000002       0.49291272551467874       -0.0000000000000000     
  -2.2240000000000002       0.52514009739195633       -0.0000000000000000     
  -2.2160000000000002       0.56107753970151852       -0.0000000000000000     
  -2.2080000000000002       0.60135482052823164       -0.0000000000000000     
  -2.2000000000000002       0.64674650803241363       -0.0000000000000000     
  -2.1920000000000002       0.69821491058962026       -0.0000000000000000     
  -2.1840000000000002       0.75696893543867261       -0.0000000000000000     
  -2.1760000000000002       0.82454608952070707       -0.0000000000000000     
  -2.1680000000000001       0.90292880106845463       -0.0000000000000000     
  -2.1600000000000001       0.99471278173736899       -0.0000000000000000     
  -2.1520000000000001        1.1033562837115616       -0.0000000000000000     
  -2.1440000000000001        1.2335586823727553       -0.0000000000000000     
  -2.1360000000000001        1.3918525152172703       -0.0000000000000000     
  -2.1280000000000001        1.5875609908922657       -0.0000000000000000     
  -2.1200000000000001        1.8344084383943677       -0.0000000000000000     
  -2.1120000000000001        2.1533571175500499       -0.0000000000000000     
  -2.1040000000000001        2.5778890975236113       -0.0000000000000000     
  -2.0960000000000001        3.1645299609248374       -0.0000000000000000     
  -2.0880000000000001        4.0156717046059907       -0.0000000000000000     
  -2.0800000000000001        5.3347903217256425       -0.0000000000000000     
  -2.0720000000000001        7.5811751507134497       -0.0000000000000000     
  -2.0640000000000001        12.003847723167937       -0.0000000000000000     
  -2.0560000000000000        23.167361523050531       -0.0000000000000000     
  -2.0480000000000000        67.474463494033259       -0.0000000000000000     
  -2.0400000000000000        165.85710775001075       -0.0000000000000000     
  -2.0320000000000000        135.98820638847209       -0.0000000000000000     
  -2.0240000000000000        107.04824201926027       -0.0000000000000000     
  -2.0160000000000000        88.545961996378381       -0.0000000000000000     
  -2.0080000000000000        87.199172242544861       -0.0000000000000000     
  -2.0000000000000000        88.744716512509029       -0.0000000000000000     
  -1.9920000000000000        58.996615476388655        3.6269521732274192E-002
  -1.9840000000000000        84.048672306934890        7.2847762152521450E-002
  -1.9760000000000000        50.059906777207331        7.0863869938381743E-002
  -1.9680000000000000        77.077654986582218       0.10767194298882907     
  -1.9600000000000000        41.805300442752134        9.1533403149870241E-002
  -1.9520000000000000        78.672269606033410       0.15981959023183964     
  -1.9440000000000000        36.845458770100485       0.10183188386371458     
  -1.9359999999999999        61.958583634881670       0.20840431917763053     
  -1.9279999999999999        44.229256817740264       0.12939887343025872     
  -1.9199999999999999        34.503126811288759       0.16492662880815639     
  -1.9119999999999999        73.739010182247981       0.23518208483539341     
  -1.9039999999999999        29.713237908610868       0.13699708179633932     
  -1.8959999999999999        38.867917691582178       0.25112383827471901     
  -1.8879999999999999        61.973695221821480       0.23004538962502968     
  -1.8799999999999999        24.954328275954545       0.15701930817700463     
  -1.8719999999999999        38.114375225062830       0.30720138795798302     
  -1.8639999999999999        59.660850727337774       0.25738553320826574     
  -1.8559999999999999        22.876902618690508       0.17289819278705124     
  -1.8479999999999999        30.636288265205447       0.31408385797031474     
  -1.8399999999999999        68.350250708284264       0.32886458408712604     
  -1.8319999999999999        23.738770774760422       0.19007152101734395     
  -1.8239999999999998        22.161435983687792       0.27270708713500835     
  -1.8159999999999998        63.031993462568728       0.44222813889842638     
  -1.8079999999999998        32.324270320314142       0.23469893563432423     
  -1.7999999999999998        17.794078291133207       0.22666442948377233     
  -1.7919999999999998        32.310156829594227       0.44150503946611852     
  -1.7839999999999998        61.867311391148867       0.36154876769422112     
  -1.7759999999999998        20.293885329246621       0.22452610674580928     
  -1.7679999999999998        17.697939380159646       0.30143641279472128     
  -1.7599999999999998        46.552344470976934       0.52978174692199165     
  -1.7519999999999998        42.712753135602306       0.31935333766392227     
  -1.7439999999999998        16.516498041000300       0.24166911355006410     
  -1.7359999999999998        18.275590028138403       0.37201796485893945     
  -1.7279999999999998        55.145059813527013       0.55192815637125259     
  -1.7199999999999998        34.975025470436833       0.31766557447031446     
  -1.7119999999999997        14.997570902378710       0.26227911195091635     
  -1.7039999999999997        17.710754680086339       0.41129845187547426     
  -1.6959999999999997        54.746535111759648       0.57648852342151602     
  -1.6880000000000002        34.671550310397976       0.33996017442817428     
  -1.6800000000000002        14.442722311196283       0.27886588512045846     
  -1.6720000000000002        15.952556747547003       0.41584618927484185     
  -1.6640000000000001        46.407097849202550       0.61125351844814224     
  -1.6560000000000001        40.841909807052176       0.38386589077803623     
  -1.6480000000000001        14.864713787460014       0.29421163205151085     
  -1.6400000000000001        13.942730135622392       0.39652513407044071     
  -1.6320000000000001        33.830755275672963       0.62973256731240734     
  -1.6240000000000001        54.904805238103727       0.45310508980189623     
  -1.6160000000000001        16.930040760585051       0.31638100044249018     
  -1.6080000000000001        12.582995939773145       0.37064857302325976     
  -1.6000000000000001        23.273369855850820       0.60291784788411440     
  -1.5920000000000001        67.887228551722572       0.54336446870455479     
  -1.5840000000000001        22.082537955702911       0.35313598822318026     
  -1.5760000000000001        12.316079871470453       0.35231403290055696     
  -1.5680000000000001        16.822313329758185       0.53897869676155363     
  -1.5600000000000001        54.925565061814680       0.62818222894530995     
  -1.5520000000000000        33.527643323618307       0.41175098145422123     
  -1.5440000000000000        13.564698226415176       0.35225451655931894     
  -1.5360000000000000        13.818562563996498       0.47785384476428511     
  -1.5280000000000000        35.449835761135169       0.65849240512712315     
  -1.5200000000000000        52.428470643340411       0.48112937793793414     
  -1.5120000000000000        16.554230803877857       0.36772144469253920     
  -1.5040000000000000        13.016694948318882       0.44041393666254053     
  -1.4960000000000000        25.974349587618086       0.63773876456334788     
  -1.4880000000000000        66.315473348670210       0.53296980683005557     
  -1.4800000000000000        20.763483059293403       0.38657778931829989     
  -1.4720000000000000        13.794969897409782       0.42660594750151543     
  -1.4640000000000000        24.951623365921566       0.60788977656282273     
  -1.4560000000000000        67.855201451987440       0.52365619200616997     
  -1.4480000000000000        21.899904374642986       0.36058048279057103     
  -1.4399999999999999        13.712508831473954       0.35799058213489043     
  -1.4319999999999999        22.123590567722893       0.46000378903288930     
  -1.4239999999999999        68.729169533208520       0.44452223425348575     
  -1.4159999999999999        27.780874922308357       0.40411840938251931     
  -1.4079999999999999        21.586534878121679       0.50008160034642579     
  -1.3999999999999999        57.851969105461109       0.49686431087765143     
  -1.3919999999999999        39.624580825000805       0.39804582220116586     
  -1.3839999999999999        28.868376753449741       0.45077305776664395     
  -1.3759999999999999        74.026970908933961       0.38955718231369368     
  -1.3679999999999999        44.297578040347894       0.35047619829504967     
  -1.3599999999999999        84.563582258327202       0.28018698275629667     
  -1.3519999999999999        85.461191994046544       0.18151601994093666     
  -1.3439999999999999        31.746535504822120        7.8094622089000490E-002
  -1.3359999999999999        11.543746479406304        4.7326426211337716E-002
  -1.3279999999999998        6.2063563401138699        3.4562782583754545E-002
  -1.3199999999999998        4.0286814483320352        2.7529877517069642E-002
  -1.3119999999999998        2.9040039150997132        2.3038767612387236E-002
  -1.3039999999999998        2.2361797797157377        1.9907196687164019E-002
  -1.2959999999999998        1.8016995628727832        1.7592671671387866E-002
  -1.2879999999999998        1.5002920019255022        1.5809749053160734E-002
  -1.2799999999999998        1.2810465448871520        1.4393262801317910E-002
  -1.2719999999999998        1.1156657817442568        1.3240720812175069E-002
  -1.2639999999999998       0.98729611967520392        1.2285015467585677E-002
  -1.2559999999999998       0.88533772262381571        1.1480298238328078E-002
  -1.2479999999999998       0.80282374674885482        1.0794144266520587E-002
  -1.2399999999999998       0.73500578113236481        1.0202957259678914E-002
  -1.2319999999999998       0.67854746019803924        9.6891484264766490E-003
  -1.2239999999999998       0.63104330574477951        9.2393368357064840E-003
  -1.2159999999999997       0.59072029964402462        8.8431633314232112E-003
  -1.2079999999999997       0.55624653907575061        8.4924865955629224E-003
  -1.1999999999999997       0.52660496600598983        8.1808248058814030E-003
  -1.1919999999999997       0.50100791700551572        7.9029595218969052E-003
  -1.1840000000000002       0.47883800575450741        7.6546493641157058E-003
  -1.1760000000000002       0.45960642121954720        7.4324196307067368E-003
  -1.1680000000000001       0.44292300563468945        7.2334054777443840E-003
  -1.1600000000000001       0.42847446522466193        7.0552335686642461E-003
  -1.1520000000000001       0.41600830362008484        6.8959318215599729E-003
  -1.1440000000000001       0.40532085563529813        6.7538600126731407E-003
  -1.1360000000000001       0.39624831173511421        6.6276561095778702E-003
  -1.1280000000000001       0.38865996411761078        6.5161946641884997E-003
  -1.1200000000000001       0.38245313628631689        6.4185546178223583E-003
  -1.1120000000000001       0.37754941796039637        6.3339946021024876E-003
  -1.1040000000000001       0.37389194071744486        6.2619343550532596E-003
  -1.0960000000000001       0.37144351284824462        6.2019412749471682E-003
  -1.0880000000000001       0.37018549524529537        6.1537214494027269E-003
  -1.0800000000000001       0.37011735126631340        6.1171147557696143E-003
  -1.0720000000000001       0.37125684804984699        6.0920938554354246E-003
  -1.0640000000000001       0.37364092938890214        6.0787671198924351E-003
  -1.0560000000000000       0.37732732542123004        6.0773857496029017E-003
  -1.0480000000000000       0.38239701693188066        6.0883555987368571E-003
  -1.0400000000000000       0.38895773804534062        6.1122545249393395E-003
  -1.0320000000000000       0.39714878881134630        6.1498564768198271E-003
  -1.0240000000000000       0.40714755075829728        6.2021640599995475E-003
  -1.0160000000000000       0.41917827228407700        6.2704520547947973E-003
  -1.0080000000000000       0.43352394557826013        6.3563254006647344E-003
  -1.0000000000000000       0.45054247892804078        6.4617966794221268E-003
 -0.99199999999999999       0.47068895403729277        6.5893903846943559E-003
 -0.98399999999999999       0.49454667622237586        6.7422846911339134E-003
 -0.97599999999999998       0.52287119948413086        6.9245067585442114E-003
 -0.96799999999999997       0.55665393738042301        7.1412060745142452E-003
 -0.95999999999999996       0.59721608954820271        7.3990441789922035E-003
 -0.95199999999999996       0.64635082698266777        7.7067624167784891E-003
 -0.94399999999999995       0.70654477919172065        8.0760299452093311E-003
 -0.93599999999999994       0.78133466496836423        8.5227476780120482E-003
 -0.92799999999999994       0.87590415223015639        9.0691228772366312E-003
 -0.91999999999999993       0.99812942677091243        9.7471064186462758E-003
 -0.91199999999999992        1.1605138443553440        1.0604373495534799E-002
 -0.90399999999999991        1.3840150683687469        1.1715376550855704E-002
 -0.89599999999999991        1.7062748288286009        1.3203388452642580E-002
 -0.88799999999999990        2.2013191665744989        1.5289051295700851E-002
 -0.87999999999999989        3.0339654176403235        1.8412723135738652E-002
 -0.87199999999999989        4.6433792696173235        2.3608291584554977E-002
 -0.86399999999999988        8.5771681562839106        3.4033565819887021E-002
 -0.85599999999999987        23.388092005284523        6.4652181543700532E-002
 -0.84799999999999986        70.797834686774948       0.15027151802646155     
 -0.83999999999999986        38.021784742189404       0.16567596074521967     
 -0.83199999999999985        72.353576071727730       0.34657896565191826     
 -0.82399999999999984        26.156582378396372       0.18757419123840530     
 -0.81599999999999984        25.990442569636024       0.25981609843249570     
 -0.80799999999999983        69.620738613309840       0.54352985043234325     
 -0.79999999999999982        24.822713411501006       0.27488230515953321     
 -0.79199999999999982        16.861295328618642       0.23758920268216893     
 -0.78399999999999981        40.420973534539037       0.50854006952969444     
 -0.77599999999999980        45.345488533656351       0.49365992714779933     
 -0.76799999999999979        12.871208584200883       0.18475853685995258     
 -0.75999999999999979        6.7421548573055174        9.9289181216243416E-002
 -0.75199999999999978        5.2737571220697594        7.3796470112078835E-002
 -0.74399999999999977        5.6632247561696216        7.1595129144312736E-002
 -0.73599999999999977        8.7307596032828769        9.3481657953178587E-002
 -0.72799999999999976        23.399959421121231       0.17637592991750320     
 -0.71999999999999975        64.372941725413995       0.28255128968435067     
 -0.71199999999999974        18.582873671095928       0.19764074335158860     
 -0.70399999999999974        10.030216661301262       0.18185385428169010     
 -0.69599999999999973        12.577959877510343       0.26884955269278304     
 -0.68799999999999972        37.799225991763194       0.51558739829290690     
 -0.67999999999999972        45.789884059908282       0.51257193125725375     
 -0.67199999999999971        13.074236234023928       0.28841176067808078     
 -0.66400000000000015        7.6187134160895313       0.21927034049332433     
 -0.65600000000000014        7.9705932963906578       0.25208607457497623     
 -0.64800000000000013        15.429669616772316       0.41601033126627651     
 -0.64000000000000012        57.499965813283218       0.68595968437013599     
 -0.63200000000000012        28.181523983781975       0.51189057881174982     
 -0.62400000000000011        9.7434287279362444       0.30315912114115873     
 -0.61600000000000010        6.4644483059531019       0.24351737976781856     
 -0.60800000000000010        7.0808417064019729       0.27882330470421895     
 -0.60000000000000009        13.368886334159667       0.43929253281549524     
 -0.59200000000000008        49.621274751961366       0.72062503599451433     
 -0.58400000000000007        33.339759768782677       0.60281177788416707     
 -0.57600000000000007        10.388844665048586       0.35984612700208363     
 -0.56800000000000006        6.2425131790402979       0.26999766921931473     
 -0.56000000000000005        6.0759700026538770       0.27839521679555851     
 -0.55200000000000005        9.5246474073960172       0.39043436031958573     
 -0.54400000000000004        28.411795207823932       0.65331618358912880     
 -0.53600000000000003        56.237212192495548       0.73180679936575876     
 -0.52800000000000002        14.570514076783018       0.46009882576641303     
 -0.52000000000000002        6.8291553654145822       0.30679761513699649     
 -0.51200000000000001        5.3089773649395688       0.26865300136230935     
 -0.50400000000000000        6.2405229731606529       0.31353591641848616     
