# E   DOS_Q1W1  T_Q1W1 DOS_Q1W2  T_Q1W2 DOS_Q1W3  T_Q1W3 DOS_Q2W1  T_Q2W1 DOS_Q2W2  T_Q2W2 DOS_Q2W3  T_Q2W3 
  -4.0000000E+00   3.1526008E-04  -0.0000000E+00   5.5177874E-04  -0.0000000E+00   1.8806055E-03  -0.0000000E+00   3.1392985E-04  -0.0000000E+00   4.5595201E-04  -0.0000000E+00   7.4157191E-04  -0.0000000E+00
  -3.9980000E+00   3.1574534E-04  -0.0000000E+00   5.5309881E-04  -0.0000000E+00   1.8912160E-03  -0.0000000E+00   3.1441083E-04  -0.0000000E+00   4.5687235E-04  -0.0000000E+00   7.4363446E-04  -0.0000000E+00
  -3.9960000E+00   3.1623183E-04  -0.0000000E+00   5.5442406E-04  -0.0000000E+00   1.9019251E-03  -0.0000000E+00   3.1489301E-04  -0.0000000E+00   4.5779573E-04  -0.0000000E+00   7.4570631E-04  -0.0000000E+00
  -3.9940000E+00   3.1671954E-04  -0.0000000E+00   5.5575452E-04  -0.0000000E+00   1.9127342E-03  -0.0000000E+00   3.1537640E-04  -0.0000000E+00   4.5872215E-04  -0.0000000E+00   7.4778751E-04  -0.0000000E+00
  -3.9920000E+00   3.1720848E-04  -0.0000000E+00   5.5709021E-04  -0.0000000E+00   1.9236446E-03  -0.0000000E+00   3.1586100E-04  -0.0000000E+00   4.5965164E-04  -0.0000000E+00   7.4987813E-04  -0.0000000E+00
  -3.9900000E+00   3.1769865E-04  -0.0000000E+00   5.5843117E-04  -0.0000000E+00   1.9346575E-03  -0.0000000E+00   3.1634681E-04  -0.0000000E+00   4.6058421E-04  -0.0000000E+00   7.5197822E-04  -0.0000000E+00
  -3.9880000E+00   3.1819006E-04  -0.0000000E+00   5.5977742E-04  -0.0000000E+00   1.9457743E-03  -0.0000000E+00   3.1683385E-04  -0.0000000E+00   4.6151987E-04  -0.0000000E+00   7.5408785E-04  -0.0000000E+00
  -3.9860000E+00   3.1868271E-04  -0.0000000E+00   5.6112899E-04  -0.0000000E+00   1.9569965E-03  -0.0000000E+00   3.1732211E-04  -0.0000000E+00   4.6245863E-04  -0.0000000E+00   7.5620706E-04  -0.0000000E+00
  -3.9840000E+00   3.1917661E-04  -0.0000000E+00   5.6248591E-04  -0.0000000E+00   1.9683253E-03  -0.0000000E+00   3.1781160E-04  -0.0000000E+00   4.6340052E-04  -0.0000000E+00   7.5833593E-04  -0.0000000E+00
  -3.9820000E+00   3.1967176E-04  -0.0000000E+00   5.6384821E-04  -0.0000000E+00   1.9797623E-03  -0.0000000E+00   3.1830232E-04  -0.0000000E+00   4.6434553E-04  -0.0000000E+00   7.6047452E-04  -0.0000000E+00
  -3.9800000E+00   3.2016817E-04  -0.0000000E+00   5.6521592E-04  -0.0000000E+00   1.9913089E-03  -0.0000000E+00   3.1879429E-04  -0.0000000E+00   4.6529370E-04  -0.0000000E+00   7.6262288E-04  -0.0000000E+00
  -3.9780000E+00   3.2066584E-04  -0.0000000E+00   5.6658907E-04  -0.0000000E+00   2.0029666E-03  -0.0000000E+00   3.1928749E-04  -0.0000000E+00   4.6624503E-04  -0.0000000E+00   7.6478107E-04  -0.0000000E+00
  -3.9760000E+00   3.2116477E-04  -0.0000000E+00   5.6796769E-04  -0.0000000E+00   2.0147368E-03  -0.0000000E+00   3.1978194E-04  -0.0000000E+00   4.6719954E-04  -0.0000000E+00   7.6694916E-04  -0.0000000E+00
  -3.9740000E+00   3.2166497E-04  -0.0000000E+00   5.6935181E-04  -0.0000000E+00   2.0266210E-03  -0.0000000E+00   3.2027764E-04  -0.0000000E+00   4.6815724E-04  -0.0000000E+00   7.6912722E-04  -0.0000000E+00
  -3.9720000E+00   3.2216644E-04  -0.0000000E+00   5.7074146E-04  -0.0000000E+00   2.0386210E-03  -0.0000000E+00   3.2077460E-04  -0.0000000E+00   4.6911816E-04  -0.0000000E+00   7.7131530E-04  -0.0000000E+00
  -3.9700000E+00   3.2266919E-04  -0.0000000E+00   5.7213667E-04  -0.0000000E+00   2.0507381E-03  -0.0000000E+00   3.2127281E-04  -0.0000000E+00   4.7008229E-04  -0.0000000E+00   7.7351346E-04  -0.0000000E+00
  -3.9680000E+00   3.2317323E-04  -0.0000000E+00   5.7353747E-04  -0.0000000E+00   2.0629741E-03  -0.0000000E+00   3.2177229E-04  -0.0000000E+00   4.7104966E-04  -0.0000000E+00   7.7572178E-04  -0.0000000E+00
  -3.9660000E+00   3.2367855E-04  -0.0000000E+00   5.7494390E-04  -0.0000000E+00   2.0753305E-03  -0.0000000E+00   3.2227304E-04  -0.0000000E+00   4.7202029E-04  -0.0000000E+00   7.7794032E-04  -0.0000000E+00
  -3.9640000E+00   3.2418517E-04  -0.0000000E+00   5.7635598E-04  -0.0000000E+00   2.0878091E-03  -0.0000000E+00   3.2277506E-04  -0.0000000E+00   4.7299418E-04  -0.0000000E+00   7.8016914E-04  -0.0000000E+00
  -3.9620000E+00   3.2469308E-04  -0.0000000E+00   5.7777374E-04  -0.0000000E+00   2.1004115E-03  -0.0000000E+00   3.2327837E-04  -0.0000000E+00   4.7397136E-04  -0.0000000E+00   7.8240830E-04  -0.0000000E+00
  -3.9600000E+00   3.2520229E-04  -0.0000000E+00   5.7919722E-04  -0.0000000E+00   2.1131395E-03  -0.0000000E+00   3.2378295E-04  -0.0000000E+00   4.7495184E-04  -0.0000000E+00   7.8465789E-04  -0.0000000E+00
  -3.9580000E+00   3.2571281E-04  -0.0000000E+00   5.8062645E-04  -0.0000000E+00   2.1259948E-03  -0.0000000E+00   3.2428882E-04  -0.0000000E+00   4.7593563E-04  -0.0000000E+00   7.8691795E-04  -0.0000000E+00
  -3.9560000E+00   3.2622464E-04  -0.0000000E+00   5.8206146E-04  -0.0000000E+00   2.1389792E-03  -0.0000000E+00   3.2479598E-04  -0.0000000E+00   4.7692275E-04  -0.0000000E+00   7.8918856E-04  -0.0000000E+00
